Complaint ID,Category,Sub Category,Grievance Date,Ward Name,Grievance Status,Staff Remarks,Staff Name
20739761,Road Maintenance(Engg),Debris Removal / Construction Material,2025-05-20 02:01:00.000000000,Hoysala Nagar,Closed,Completed,Lingaraje Gowda/AE
20739760,Road Maintenance(Engg),water stagnation,2025-05-20 02:00:00.000000000,Basavanapura,Registered,1st Assignment Based on Ward Mapping,Vinay/AE
20739759,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2025-05-20 01:59:00.000000000,Yeshwanthpur,Closed,Complaint cleared,Ranjith/JHI
20739758,Solid Waste (Garbage) Related,Garbage dump,2025-05-20 01:59:00.000000000,Chalavadipalya,Closed,Clear,Lakshmikanth/JHI
20739757,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2025-05-20 01:57:00.000000000,Garudacharpalya,Closed,Clear,Sheshagiri/JHI
20739756,Road Maintenance(Engg),Road side drains,2025-05-20 01:57:00.000000000,Hongasandra,Closed,Solved,Giridhar/AE
20739755,Others,Others,2025-05-20 01:57:00.000000000,Siddapura,Registered,Complaint pertains to bwssb.because they have cutted the road,BBMP Whatsapp/Customer Support Representative
20739754,Solid Waste (Garbage) Related,Garbage dump,2025-05-20 01:57:00.000000000,Karisandra,Closed,Garbage cleared,Karthik N P/JHI
20739753,Solid Waste (Garbage) Related,Garbage transfer not as per norms & area not kept clean,2025-05-20 01:57:00.000000000,Chikpete,Closed,Compaint cleared sir,Somashekar /JHI
20739752,Electrical,Street Light Not Working,2025-05-20 01:55:00.000000000,Uttarahalli,Closed,Atteded,Ramesh/JE
20739751,veterinary,Fatally injured - Needs immediate attention,2025-05-20 01:55:00.000000000,Domlur,Closed,Attended,Chandrika B R/VI
20739750,Solid Waste (Garbage) Related,Garbage dumping in vacant sites,2025-05-20 01:55:00.000000000,Hagadooru,Closed,It's a pvt property it's not a garbage . it's wood,Somshekar Reddy D N /JHI
20739749,Road Maintenance(Engg),Road side drains,2025-05-20 01:54:00.000000000,Someshwara,Non Relevant,\N,BBMP Whatsapp/Customer Support Representative
20739748,Road Maintenance(Engg),Debris Removal / Construction Material,2025-05-20 01:52:00.000000000,HBR Layout,Closed,Update soon,Shivandaiah/AE
20739747,Road Maintenance(Engg),Road side drains,2025-05-20 01:51:00.000000000,Gandhi Nagar,Registered,Forwarded Task,Rajshekhar Murthy/AE
20739746,Electrical,Street Light Not Working,2025-05-20 01:50:00.000000000,Begur,Closed,Atteded,Ramesh/JE
20739745,Solid Waste (Garbage) Related,Garbage dump,2025-05-20 01:49:00.000000000,Kottigepalya,Closed,Cleared,Lakshminarayan G M/JHI
20739744,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2025-05-20 01:49:00.000000000,Someshwara,ReOpen,"Not resolved, now a day it’s not even coming weekly once. Do something on it.",Raje Gowda B A/Division Supervisor
20739743,Electrical,Street Light Not Working,2025-05-20 01:49:00.000000000,Kadugondanahalli,Closed,Cleared,Vinay Kumar/AE
20739742,Road Maintenance(Engg),water stagnation,2025-05-20 01:49:00.000000000,Doddabommasandra,Non Relevant,\N,BBMP Whatsapp/Customer Support Representative
20739741,Forest,Removal of dead/fallen trees,2025-05-20 01:49:00.000000000,Domlur,Closed,plz upload photos,Thimmappa/DYRFO
20739740,veterinary,Aged street dogs please take action,2025-05-20 01:48:00.000000000,Nayandanahalli,Closed,Complaint close,Anand G/VI
20739739,Road Maintenance(Engg),Potholes,2025-05-20 01:46:00.000000000,Dattathreya Temple,Closed,\N,Nandish/AE
20739738,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2025-05-20 01:45:00.000000000,Newthippasandra,Closed,Done,Husenappa/JHI
20739737,Road Maintenance(Engg),Road side drains,2025-05-20 01:44:00.000000000,Yelachenahalli,Closed,.,Narendra kumar/AE
20739736,Health Dept,Increase in mosquito density,2025-05-20 01:44:00.000000000,Banaswadi,Closed,Attended,Rayappa/SHI
20739735,Solid Waste (Garbage) Related,Garbage dump,2025-05-20 01:44:00.000000000,Horamavu,Closed,Cleared,Harish Kumar K V /JHI
20739734,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2025-05-20 01:44:00.000000000,Dodda Bidarkallu,Closed,Cler,Mutthegowda V / Swathi M /Ningappa nayikodi/JHI
20739733,Road Maintenance(Engg),Road side drains,2025-05-20 01:43:00.000000000,Dodda Bidarkallu,Closed,Resolved,Nagabhushan/AE
20739732,Road Maintenance(Engg),water stagnation,2025-05-20 01:43:00.000000000,Sudam Nagar,Closed,Construction work is going on,AE Ward 118/AE
20739731,Solid Waste (Garbage) Related,Garbage dump,2025-05-20 01:42:00.000000000,Banaswadi,Closed,Clear,JHI Ward 27/JHI
20739730,Electrical,Street Light Not Working,2025-05-20 01:40:00.000000000,Prakash Nagar,Closed,Close,Anand/JE
20739729,Road Maintenance(Engg),footpath encroachment,2025-05-20 01:40:00.000000000,Hoysala Nagar,Closed,Resolved,Lingaraje Gowda/AE
20739728,Others,Others,2025-05-20 01:40:00.000000000,Shakambari Nagar,Registered,Forwarded Task,BBMP Whatsapp/Customer Support Representative
20739727,Solid Waste (Garbage) Related,Garbage dump,2025-05-20 01:39:00.000000000,Kavalbyrasandra,Closed,Resolved,Dayanandha/JHI
20739726,Forest,obstructions Branches / Trees.,2025-05-20 01:39:00.000000000,Shiva Nagar,Closed,"Please contact Area Supervisor, Maruthi-9611848176",sudarshan/DYRFO
20739725,Electrical,Street Light Not Working,2025-05-20 01:39:00.000000000,Yelachenahalli,Closed,Atteded,Ramesh/JE
20739724,Electrical,Street Light Not Working,2025-05-20 01:38:00.000000000,Herohalli,Closed,Attended,sangamesh hadaginal/JE
20739723,Electrical,Requirement For New Street Lights,2025-05-20 01:38:00.000000000,Kengeri,Closed,Attended,sangamesh hadaginal/JE
20739722,Solid Waste (Garbage) Related,Garbage dump,2025-05-20 01:37:00.000000000,Attiguppe,Closed,Resolved,Sandeep Kumar K/JHI
20739721,Road Infrastructure,Road Infrastructure,2025-05-20 01:36:00.000000000,Bellandur,Registered,Forwarded Task,Subhash Patil/AE
20739720,Road Maintenance(Engg),Road cutting,2025-05-20 01:36:00.000000000,Sri Nagar,Non Relevant,\N,BBMP Whatsapp/Customer Support Representative
20739719,Road Maintenance(Engg),Road side drains,2025-05-20 01:36:00.000000000,Begur,Non Relevant,\N,BBMP Whatsapp/Customer Support Representative
20739718,Forest,Removal of dead/fallen trees,2025-05-20 01:35:00.000000000,HSR Layout,Closed,Resolved,Narendra Babu/RFO
20739717,Electrical,Street Light Not Working,2025-05-20 01:35:00.000000000,Gottigere,Closed,Atteded,Ramesh/JE
20739716,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2025-05-20 01:35:00.000000000,Maruthi Seva Nagar,Closed,Complaint clear,JHI Ward 59/JHI
20739715,Electrical,Street Light Not Working,2025-05-20 01:35:00.000000000,Jnanabharathi Ward,Closed,Attended,sangamesh hadaginal/JE
20739714,Road Maintenance(Engg),Debris Removal / Construction Material,2025-05-20 01:35:00.000000000,Dr.Rajkumar Ward,Closed,Resolved,G.ARUN KUMAR/AE
20739713,Road Maintenance(Engg),Debris Removal / Construction Material,2025-05-20 01:34:00.000000000,Jakkur,Closed,Debris removal,Manthesh/AE
20739712,Forest,Removal of dead/fallen trees,2025-05-20 01:33:00.000000000,Sanjay Nagar,Closed,plz upload photos,P Nagendra /DYRFO
20739711,Storm  Water Drain(SWD),Maintenance of SWD,2025-05-20 01:32:00.000000000,Kottigepalya,Closed,Complaint attended,Aveesh/AE
20739710,Electrical,Street Light Not Working,2025-05-20 01:32:00.000000000,Jakkur,Closed,Resolved,yeahanka JE Electrical/JE
20739709,Electrical,Street Light Not Working,2025-05-20 01:31:00.000000000,Basavanapura,Closed,Attended,Sachin Malagi/AE
20739708,Electrical,Street Light Not Working,2025-05-20 01:30:00.000000000,Sanjay Nagar,Closed,Resolved,Anand/AE
20739707,Road Infrastructure,Road Infrastructure,2025-05-20 01:28:00.000000000,Bellandur,Registered,Forwarded Task,Subhash Patil/AE
20739706,Road Maintenance(Engg),water stagnation,2025-05-20 01:28:00.000000000,Ullalu,Closed,Cleared,Jagadeesh/AE
20739705,Forest,obstructions Branches / Trees.,2025-05-20 01:27:00.000000000,Nandini Layout,Closed,"Please contact area supervisor, Naga-9845899912",sudarshan/DYRFO
20739704,Health Dept,Increase in mosquito density,2025-05-20 01:25:00.000000000,Aramane Nagar,Closed,Close,Manjunath/SHI
20739703,Solid Waste (Garbage) Related,Public dustbins not cleaned,2025-05-20 01:23:00.000000000,Aramane Nagar,Closed,Complaint is been resolved,Naveen Kumar/JHI
20739702,Solid Waste (Garbage) Related,Garbage dump,2025-05-20 01:23:00.000000000,Horamavu,Closed,Solved,Harish Kumar K V /JHI
20739701,Forest,Removal of dead/fallen trees,2025-05-20 01:22:00.000000000,Rajarajeshwari Nagar,Closed,The Complaint has been resolved.,Jagadish V/DYRFO
20739700,Electrical,Street Light Not Working,2025-05-20 01:21:00.000000000,Singasandra,Closed,Atteded,Ramesh/JE
20739699,Revenue Department,Unable to Generate the receipt after property tax payment.,2025-05-20 01:20:00.000000000,Hagadooru,Closed,THIS APPLICAION DOES NOT COM UNDER THIS ARO OFFICE,Santhos Kumar/ARO
20739698,Forest,obstructions Branches / Trees.,2025-05-20 01:20:00.000000000,Kacharakanahalli,Closed,plz upload photos,P Nagendra /DYRFO
20739697,Storm  Water Drain(SWD),Sewerage water left in SWD,2025-05-20 01:20:00.000000000,Kadugodi,Registered,1st Assignment Based on Ward Mapping,Prashanth/AE
20739696,Solid Waste (Garbage) Related,Public dustbins not cleaned,2025-05-20 01:20:00.000000000,Aramane Nagar,Closed,Complaint is been resolved,Naveen Kumar/JHI
20739695,Electrical,Street Light Not Working,2025-05-20 01:20:00.000000000,Rajarajeshwari Nagar,Closed,Attended,sangamesh hadaginal/JE
20739694,Forest,obstructions Branches / Trees.,2025-05-20 01:18:00.000000000,Jayamahal,Closed,plz upload photos,P Nagendra /DYRFO
20739693,Road Maintenance(Engg),Potholes,2025-05-20 01:18:00.000000000,H.M.T,Closed,Finalization of tender is under process it will be cleared as soon as possible,Vasanatha/AE
20739692,Road Maintenance(Engg),Road side drains,2025-05-20 01:17:00.000000000,Ganga Nagar,Closed,Fully resolved,Mohan Kumar /AE
20739691,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2025-05-20 01:17:00.000000000,Banaswadi,Closed,Clear,JHI Ward 27/JHI
20739690,Forest,Removal of dead/fallen trees,2025-05-20 01:16:00.000000000,Dodda Bidarkallu,Closed,The Complaint has been resolved.,Jagadish V/DYRFO
20739689,Solid Waste (Garbage) Related,Complaint against SW collector/ SWM official for violation of SWM Rules,2025-05-20 01:15:00.000000000,Pulikeshi Nagar,Closed,Clear,DAVANAM SOMASEKHARA (JHI)/JHI
20739688,Road Infrastructure,Road Infrastructure,2025-05-20 01:15:00.000000000,Banaswadi,Registered,Forwarded Task,Naveen.G/AE
20739687,Solid Waste (Garbage) Related,Garbage dumping in vacant sites,2025-05-20 01:14:00.000000000,Bommanahalli,Closed,Cleared,Sushma M S/JHI
20739686,Storm  Water Drain(SWD),Maintenance of SWD,2025-05-20 01:14:00.000000000,Gangenahalli,Registered,1st Assignment Based on Ward Mapping,Samatha/AE
20739685,veterinary,Fatally injured - Needs immediate attention,2025-05-20 01:12:00.000000000,Nagavara,Closed,Dog rescued by Samarpan,Chandrashekar/VI
20739684,Forest,Removal of dead/fallen trees,2025-05-20 01:10:00.000000000,Ejipura,Closed,Resolved,Harish.H.R/DYRFO
20739683,Road Maintenance(Engg),water stagnation,2025-05-20 01:10:00.000000000,Jogupalya,Closed,In case of water flooding plz call control room number .1533 or 9480685702,Murthi/AE
20739682,Road Maintenance(Engg),Debris Removal / Construction Material,2025-05-20 01:07:00.000000000,H.M.T,Non Relevant,Belongs to other zone,BBMP Whatsapp/Customer Support Representative
20739681,Electrical,Street Light Not Working,2025-05-20 01:07:00.000000000,Jakkur,Closed,Resolved,yeahanka JE Electrical/JE
20739680,veterinary,Fatally injured - Needs immediate attention,2025-05-20 01:06:00.000000000,Bagalagunte,Closed,attended,Dr sunilkumar Havanur/VI
20739679,Solid Waste (Garbage) Related,Garbage transfer not as per norms & area not kept clean,2025-05-20 01:06:00.000000000,Kacharakanahalli,Closed,resolved,JHI Ward 29/JHI
20739678,Road Infrastructure,Road Infrastructure,2025-05-20 01:05:00.000000000,Nagavara,Registered,Forwarded Task,Naveen.G/AE
20739677,Forest,obstructions Branches / Trees.,2025-05-20 01:05:00.000000000,Padmanabha Nagar,Closed,Resolved,Shivanna T.C/DYRFO
20739676,Road Maintenance(Engg),Road side drains,2025-05-20 01:04:00.000000000,Vasanthapura,Closed,.,venkat malavaiya /AE
20739675,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2025-05-20 01:03:00.000000000,Someshwara,Closed,Resloved,JHI Ward 3/JHI
20739674,Solid Waste (Garbage) Related,Sweeping not done,2025-05-20 01:01:00.000000000,Hampi Nagar,Closed,Clear,Kavitha/JHI
20739673,veterinary,Animal Rescue - Not well - Requires attention,2025-05-20 01:01:00.000000000,Moodalapalya,Closed,Complaint close,Anand G/VI
20739672,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2025-05-20 01:01:00.000000000,Rajarajeshwari Nagar,Closed,Cleared,Soumya/JHI
20739671,Solid Waste (Garbage) Related,Garbage dump,2025-05-20 01:00:00.000000000,Attiguppe,Closed,Resolved,Sandeep Kumar K/JHI
20739670,Solid Waste (Garbage) Related,Garbage dump,2025-05-20 12:58:00.000000000,Kaveripura,Closed,"Waste as been cleared daily, PK's have instructed from JHI not to dump waste in that point,
Please contact JHI if any problem occur again
JHI Aishwarya  6362776968",Suresh Babu/Division Supervisor
20739669,Solid Waste (Garbage) Related,Garbage dump,2025-05-20 12:58:00.000000000,Yadiyuru,Closed,Clear,Parappa Prasad/JHI
20739668,Road Maintenance(Engg),Road side drains,2025-05-20 12:58:00.000000000,Radhakrishna Temple,Closed,Attended and Resolved,Surendra/AE
20739667,Road Maintenance(Engg),Road side drains,2025-05-20 12:58:00.000000000,Hebbal,Closed,Checked and cleared,Shreyas/AE
20739666,Road Maintenance(Engg),Potholes,2025-05-20 12:57:00.000000000,Ramamurthy Nagar,Closed,Kindly raise this complaint in the fix pothole application,Ramesh/AE
20739665,Electrical,Street Light Not Working,2025-05-20 12:55:00.000000000,Dr.Rajkumar Ward,Closed,Complaint attended,Jameel/AE
20739664,Electrical,Street Light Not Working,2025-05-20 12:55:00.000000000,Jeevanbhima Nagar,Closed,Resolved,Durga Prasad/AE
20739663,Forest,Removal of dead/fallen trees,2025-05-20 12:55:00.000000000,Jakkur,Registered,1st Assignment Based on Ward Mapping,Mutturaju KP/DYRFO
20739662,Solid Waste (Garbage) Related,Garbage dump,2025-05-20 12:54:00.000000000,Azad Nagar,Closed,Complaint clear,Srinivas R/JHI
20739661,Road Maintenance(Engg),Debris Removal / Construction Material,2025-05-20 12:52:00.000000000,Bharathi Nagar,Closed,Debris removed,Praveen M N/AE
20739660,Forest,obstructions Branches / Trees.,2025-05-20 12:52:00.000000000,J.P.Nagar,Closed,Resolved,B.B Meti/DYRFO
20739659,veterinary,Animal birth control/neutering of stray dogs,2025-05-20 12:51:00.000000000,Hemmigepura,Closed,Dog's cought for animal birth control and vaccination,Ramesh.B/VI
20739658,Electrical,Street Light Not Working,2025-05-20 12:50:00.000000000,Hemmigepura,Closed,Attended,sangamesh hadaginal/JE
20739657,Electrical,Street Light Not Working,2025-05-20 12:48:00.000000000,Dodda Bidarkallu,Closed,Attended,sangamesh hadaginal/JE
20739656,Forest,Removal of dead/fallen trees,2025-05-20 12:48:00.000000000,Gangenahalli,Closed,cleared,P Nagendra /DYRFO
20739655,Solid Waste (Garbage) Related,Dead animal(s),2025-05-20 12:48:00.000000000,Attiguppe,Closed,Resolved,Sandeep Kumar K/JHI
20739654,Solid Waste (Garbage) Related,Complaint against SW collector/ SWM official for violation of SWM Rules,2025-05-20 12:48:00.000000000,Uttarahalli,Closed,Cleared,Shashi Kumar/JHI
20739653,Road Maintenance(Engg),water leakage on road,2025-05-20 12:48:00.000000000,HAL Airport,Closed,close,G.D SOMAIAH/AE
20739652,Solid Waste (Garbage) Related,Dead animal(s),2025-05-20 12:47:00.000000000,HSR Layout,Closed,Complaint Cleared,Sathyavani M /JHI
20739651,Solid Waste (Garbage) Related,Garbage dump,2025-05-20 12:46:00.000000000,Someshwara,Closed,Resloved,JHI Ward 3/JHI
20739650,Road Maintenance(Engg),Road side drains,2025-05-20 12:46:00.000000000,Pattabhiram Nagar,Closed,Rsd,AE Ward 168/AE
20739649,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2025-05-20 12:45:00.000000000,Arakere,Closed,Complaint cleared,Keerthi Raj/JHI
20739648,Road Maintenance(Engg),Debris Removal / Construction Material,2025-05-20 12:45:00.000000000,Jogupalya,Closed,Debris cleared,Murthi/AE
20739647,Electrical,Street Light Not Working,2025-05-20 12:45:00.000000000,Herohalli,Closed,Attended,sangamesh hadaginal/JE
20739646,Forest,Removal of dead/fallen trees,2025-05-20 12:44:00.000000000,Kadugodi,Closed,Cleared,Sudharshan/DYRFO
20739645,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2025-05-20 12:44:00.000000000,Basavanagudi,Closed,Clear,Balakrishna  /JHI
20739644,Forest,Removal of dead/fallen trees,2025-05-20 12:43:00.000000000,Kavalbyrasandra,Closed,"Please provide hard copy photo of the tree, bbmp tax paid, request letter to the 21st floor, Utility building, mayo hall, Bangalore-560 001",Thimmappa/DYRFO
20739643,Road Maintenance(Engg),Potholes,2025-05-20 12:42:00.000000000,Byrasandra,Non Relevant,\N,BBMP Whatsapp/Customer Support Representative
20739642,Forest,obstructions Branches / Trees.,2025-05-20 12:41:00.000000000,Jakkur,Closed,Cleared,Mutturaju KP/DYRFO
20739641,E khata / Khata services,ekhata approval pending with ARO,2025-05-20 12:41:00.000000000,Visvesvarapuram,Closed,application processing,madhuri kottagi/ARO
20739640,Forest,obstructions Branches / Trees.,2025-05-20 12:40:00.000000000,Jnanabharathi Ward,Closed,The Complaint has been resolved.,Jagadish V/DYRFO
20739639,Forest,Removal of dead/fallen trees,2025-05-20 12:40:00.000000000,Bilekahalli,Closed,Resolved,Narendra Babu/RFO
20739638,Road Maintenance(Engg),Potholes,2025-05-20 12:40:00.000000000,Thanisandra,Closed,resolved,Suresh Devataraju/AE
20739637,Forest,obstructions Branches / Trees.,2025-05-20 12:38:00.000000000,Rajarajeshwari Nagar,Closed,The Complaint has been resolved.,Jagadish V/DYRFO
20739636,Electrical,Street Light Not Working,2025-05-20 12:37:00.000000000,Kottigepalya,Closed,Attended,sangamesh hadaginal/JE
20739635,Electrical,Street Light Not Working,2025-05-20 12:37:00.000000000,Rajarajeshwari Nagar,Closed,Attended,sangamesh hadaginal/JE
20739634,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2025-05-20 12:36:00.000000000,Kadugodi,Closed,Attend,Sandeep Kumar L/JHI
20739633,Electrical,Street Light Not Working,2025-05-20 12:36:00.000000000,Hemmigepura,Closed,Complainant is not answering the call,sangamesh hadaginal/JE
20739632,Health Dept,Air/Noise pollution,2025-05-20 12:35:00.000000000,Arakere,Non Relevant,\N,BBMP Whatsapp/Customer Support Representative
20739631,Road Maintenance(Engg),water stagnation,2025-05-20 12:35:00.000000000,Bellandur,Closed,Spot inspected estimate done and sent for approval work will start at the earliest,Raghu/AE
20739630,Solid Waste (Garbage) Related,Sweeping not done,2025-05-20 12:33:00.000000000,Herohalli,Closed,Sweeping work ongoing,Hanumesh/JHI
20739629,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2025-05-20 12:33:00.000000000,Basavanapura,Closed,Attended,Suresh S /JHI
20739628,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2025-05-20 12:32:00.000000000,Katriguppe,Closed,Complet is clear Sir,Harish/JHI
20739627,Electrical,Street Light Not Working,2025-05-20 12:32:00.000000000,Hemmigepura,Closed,Attended,sangamesh hadaginal/JE
20739626,Solid Waste (Garbage) Related,Sweeping not done,2025-05-20 12:31:00.000000000,Sudam Nagar,Closed,Clear,Veerayya/JHI
20739625,Solid Waste (Garbage) Related,Garbage dump,2025-05-20 12:31:00.000000000,Vasanthapura,Closed,Complaint attended,Gangannaiah/JHI
20739624,Solid Waste (Garbage) Related,Garbage dump,2025-05-20 12:31:00.000000000,Jnanabharathi Ward,Closed,Clear,Vijaya Raghav/JHI
20739623,Electrical,Street Light Not Working,2025-05-20 12:31:00.000000000,Vijay Nagar,Closed,Attended,MURTHY/AE
20739622,Forest,obstructions Branches / Trees.,2025-05-20 12:29:00.000000000,Padmanabha Nagar,Closed,Resolved,Shivanna T.C/DYRFO
20739621,Electrical,Street Lights Switched On During Day Time,2025-05-20 12:29:00.000000000,Madiwala,Closed,ATTENDED,Jnanesh/JE
20739620,Electrical,Street Light Not Working,2025-05-20 12:28:00.000000000,Singasandra,Closed,Atteded,Ramesh/JE
20739619,Forest,Removal of dead/fallen trees,2025-05-20 12:27:00.000000000,Sanjay Nagar,Closed,cleared,P Nagendra /DYRFO
20739618,Storm  Water Drain(SWD),Sewerage water left in SWD,2025-05-20 12:26:00.000000000,Horamavu,Registered,1st Assignment Based on Ward Mapping,Prashanth/AE
20739617,Road Maintenance(Engg),Potholes,2025-05-20 12:26:00.000000000,Gurappanapalya,Non Relevant,\N,BBMP Whatsapp/Customer Support Representative
20739616,Forest,Removal of dead/fallen trees,2025-05-20 12:26:00.000000000,Jakkur,Closed,Cleared,Mutturaju KP/DYRFO
20739615,Forest,obstructions Branches / Trees.,2025-05-20 12:25:00.000000000,Attiguppe,Closed,Resolved,Shivanna T.C/DYRFO
20739614,veterinary,Animal Rescue - Not well - Requires attention,2025-05-20 12:25:00.000000000,Bilekahalli,Closed,Call for 1962,bhavani/VI
20739613,Electrical,Street Light Not Working,2025-05-20 12:24:00.000000000,Singasandra,Closed,Atteded,Ramesh/JE
20739612,Road Maintenance(Engg),Road side drains,2025-05-20 12:23:00.000000000,Deepanjali Nagar,Closed,Complaint attended,AE Ward 158/AE
20739611,veterinary,Fatally injured - Needs immediate attention,2025-05-20 12:22:00.000000000,Shettyhalli,Closed,attended,Dr sunilkumar Havanur/VI
20739610,Forest,Removal of dead/fallen trees,2025-05-20 12:22:00.000000000,Vidyapeetha,Closed,Resolved,Shivanna T.C/DYRFO
20739609,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2025-05-20 12:21:00.000000000,Katriguppe,Closed,Complet is clear Sir,Harish/JHI
20739608,Forest,Removal of dead/fallen trees,2025-05-20 12:21:00.000000000,Hemmigepura,Closed,The Complaint has been resolved.,Jagadish V/DYRFO
20739607,Road Maintenance(Engg),Road side drains,2025-05-20 12:21:00.000000000,Jnanabharathi Ward,Non Relevant,this is strom water drain,BBMP Whatsapp/Customer Support Representative
20739606,Forest,Removal of dead/fallen trees,2025-05-20 12:20:00.000000000,Kamakshipalya,Closed,"Please contact area supervisor, Maruthi-9611848176",sudarshan/DYRFO
20739605,Road Maintenance(Engg),Road side drains,2025-05-20 12:19:00.000000000,Begur,Closed,Action initiated,Cheluvaraju/AE
20739604,veterinary,Animal birth control/neutering of stray dogs,2025-05-20 12:18:00.000000000,Giri Nagar,Closed,Complaint resolved.,Hanumantha raju/VI
20739603,Solid Waste (Garbage) Related,Garbage dump,2025-05-20 12:17:00.000000000,Jnanabharathi Ward,Closed,Clear,Vijaya Raghav/JHI
20739602,Solid Waste (Garbage) Related,Garbage dump,2025-05-20 12:17:00.000000000,Dr.Rajkumar Ward,Closed,Garbage clear d,JHI WARD 106/JHI
20739601,E khata / Khata services,Other Khata / ekhata issues,2025-05-20 12:17:00.000000000,Jnanabharathi Ward,Closed,ಅರ್ಜಿದಾರರಿಗೆ ದೂರವಾಣಿ ಮುಖಾಂತರ ತಮ್ಮ ಇ-ಆಸ್ತಿಯಲ್ಲಿನ ಕಟ್ಟಡ ವಿಸ್ತೀಣಕ್ಕೆ ಸಂಬಂಧಿಸಿದಂತೆ ದಾಖಲೆಗಳನ್ನು ಹಾಜರುಪಡಿಸಿ ತಿದ್ದುಪಡಿಗೆ ಅರ್ಜಿ ಸಲ್ಲಿಸಿದ್ದಲ್ಲಿ ಕ್ರಮವಹಿಸಲಾಗುವುದೆಂದು ತಿಳಿಸಿದೆ,S SURESH/ARO
20739600,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2025-05-20 12:17:00.000000000,Banashankari Temple Ward,Closed,Clear,Shankar Singh/JHI
20739599,Road Maintenance(Engg),Potholes,2025-05-20 12:16:00.000000000,Kushal Nagar,Non Relevant,\N,BBMP Whatsapp/Customer Support Representative
20739598,veterinary,Pet dog licence,2025-05-20 12:15:00.000000000,Doddanekkundi,Closed,Complaint attended,B K Ashwath Narayan/VI
20739597,Road Maintenance(Engg),Road side drains,2025-05-20 12:15:00.000000000,Shanthi Nagar,Closed,Desilting done and cover slabs were closed,Farzan/AE
20739596,Forest,Removal of dead/fallen trees,2025-05-20 12:15:00.000000000,Konena Agrahara,Closed,cleared,Thimmappa/DYRFO
20739595,Road Infrastructure,Road Infrastructure,2025-05-20 12:15:00.000000000,Shanthala Nagar,Registered,Forwarded Task,Naveen.G/AE
20739594,veterinary,Animal birth control/neutering of stray dogs,2025-05-20 12:15:00.000000000,Hagadooru,ReOpen,None of the dogs were given injection in todays dogs catch....,Dr Rudresh kumar K L/ADAH
20739593,Solid Waste (Garbage) Related,Garbage dump,2025-05-20 12:13:00.000000000,Puttenahalli,Closed,Compliant clear,Dileep Nayak/JHI
20739592,Electrical,Street Light Not Working,2025-05-20 12:13:00.000000000,Jayamahal,Closed,Resolved,Sandeep Singh/AE
20739591,veterinary,Stray dog related complaints,2025-05-20 12:13:00.000000000,Mahalakshmipuram,Closed,Atteded,Lokesh/VI
20739590,Road Maintenance(Engg),Road side drains,2025-05-20 12:12:00.000000000,Padarayanapura,Closed,Cleared,Shreyas/AE
20739589,Solid Waste (Garbage) Related,Garbage dump,2025-05-20 12:12:00.000000000,Attiguppe,Closed,Resolved,Sandeep Kumar K/JHI
20739588,Road Maintenance(Engg),Potholes,2025-05-20 12:12:00.000000000,Konena Agrahara,Non Relevant,Bwssb,BBMP Whatsapp/Customer Support Representative
20739587,Solid Waste (Garbage) Related,Garbage dump,2025-05-20 12:10:00.000000000,Chikpete,Closed,Cleared,Somashekar /JHI
20739586,Electrical,Street Light Not Working,2025-05-20 12:10:00.000000000,Dodda Bidarkallu,Closed,Attended,sangamesh hadaginal/JE
20739585,Road Maintenance(Engg),footpath encroachment,2025-05-20 12:09:00.000000000,Subedarapalya,Closed,Complain attended,Naveen/AE
20739584,Forest,Removal of dead/fallen trees,2025-05-20 12:09:00.000000000,Padmanabha Nagar,Closed,Resolved,Shivanna T.C/DYRFO
20739583,Electrical,Street Light Not Working,2025-05-20 12:08:00.000000000,Herohalli,Closed,Attended,sangamesh hadaginal/JE
20739582,Storm  Water Drain(SWD),Maintenance of SWD,2025-05-20 12:08:00.000000000,Koramangala,Registered,Forwarded Task,Santosh kumar B/AEE
20739581,Forest,obstructions Branches / Trees.,2025-05-20 12:07:00.000000000,Kottigepalya,Closed,The Complaint has been resolved.,Jagadish V/DYRFO
20739580,Road Maintenance(Engg),Road cutting,2025-05-20 12:07:00.000000000,Begur,Closed,Action initiated,Cheluvaraju/AE
20739579,Solid Waste (Garbage) Related,Garbage dumping in vacant sites,2025-05-20 12:07:00.000000000,Bellandur,Closed,Cleared,Harish V/JHI
20739578,Road Maintenance(Engg),Potholes,2025-05-20 12:07:00.000000000,Gurappanapalya,Non Relevant,\N,BBMP Whatsapp/Customer Support Representative
